"StockSymbol";"BloombergTicker";"YahooTicker";"StockName";"StockCurrency";"CountryName";"IndustryName";"SectorName";"BusinessSummary"
"BC8.DE";"BC8 GY Equity";"BC8.DE";"Bechtle AG";"EUR";"Germany";"Information Technology Services";"Technology";"Bechtle AG provides information technology (IT) services primarily in Europe. The company operates through two segments, IT System House & Managed Services, and IT E-Commerce. The IT System House & Managed Services segment offers IT strategy consulting, hardware and software selling, project planning and implementation, system integration, IT services, and training for IT operation. This segment also provides applications for business intelligence, PDM, computer-aided design/computer-aided manufacturing, collaboration, customer relationship management, product lifecycle management, enterprise resource planning, document management systems, enterprise content management, and artificial intelligence. The IT E-Commerce segment provides hardware and software products, and peripherals and accessories that comprises approximately 40,000 products through an online shop and telesales. The company also provides data center, modern workplace, networking, IT security, consulting, professional, managed, training, financial, remarketing, and cloud services, as well as design, development, and implementation of software services. It serves customers in the fields of industry, trade, finance, and the public sector. Bechtle AG was founded in 1983 and is headquartered in Neckarsulm, Germany."
"VBK.DE";"VBK GY Equity";"VBK.DE";"VERBIO Vereinigte BioEnergie AG";"EUR";"Germany";"Specialty Chemicals";"Basic Materials";"VERBIO Vereinigte BioEnergie AG produces and supplies fuels and finished products in Germany and rest of Europe. The company operates through Biodiesel, Bioethanol, and Other segments. Its products include biodiesel, bioethanol, biomethane, biogas, biosterol, bioglycerin, and liquid fertilizers. The company also engages in the transport and logistics activities. The company offers its products to oil companies, independent filling stations, haulage companies, and fleet operators. VERBIO Vereinigte BioEnergie AG was founded in 2001 and is headquartered in Leipzig, Germany."
"HOT.DE";"HOT GY Equity";"HOT.DE";"HOCHTIEF Aktiengesellschaft";"EUR";"Germany";"Engineering & Construction";"Industrials";"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A."
"PKN.PL";"PKN PW Equity";"PKN.WA";"Polski Koncern Naftowy ORLEN Spólka Akcyjna";"PLN";"Poland";"Oil & Gas Integrated";"Energy";"Polski Koncern Naftowy ORLEN Spólka Akcyjna, together with its subsidiaries, engages in the extraction, processing, refining, storage, and wholesale of crude oil in Poland, Germany, the Czech Republic, Lithuania, Malta, Sweden, Slovakia, Hungary, Estonia, Latvia, Canada, and China. It operates through Refining, Petrochemical, Energy, Retail, and Upstream segments. The company offers petrol, diesel, LPG, and biofuels; aviation fuels; heating oils; aromatics, including phenol, benzene, paraxylene, purified terephthalic acid, benzene-toulene fraction, and naphthalene concentrate; olefins; polyolefins; plastics; glycols; nitrogen fertilizers; and other products, such as acetone, ethylene oxide, masterbatch, advanced technical carbon black Chezacarb, caprolactam, soda lye, and sodium hypochlorite. It also provides base, car and motorbike, truck, marine, industrial, and agricultural oils; and paraffin and solvents. In addition, the company produces, distributes, and transmits electricity and heat energy with an installed power capacity of approximately 3.4 GW; and trades in thermal energy. As of December 31, 2021, it had a network of 2,881 fuel stations. The company was founded in 1999 and is headquartered in Plock, Poland."
"ALE.PL";"ALE PW Equity";"ALE.WA";"Allegro.eu SA";"PLN";"Luxembourg";"Internet Retail";"Consumer Cyclical";"Allegro.eu SA operates a go-to commerce platform for consumers in Poland. It operates allegro.pl, an e-commerce marketplace that sell products in various categories, including automotive; home and garden; books, media, collectibles, and art; fashion and shoes; electronics; kids; health and beauty; sports and leisure; and supermarket. The company also operates ceneo.pl, a multi-category price comparison site; and eBilet, an event ticket sales site facilitating the sale of a range of entertainment, cultural, family, and sports events. Further, it operates Allegro Pay, a consumer finance and lending solutions provider; Opennet.pl, a technology solutions provider for logistics; X-press Couriers, a same day delivery courier service; and SkyNet Customes Brokers, a customs broker agency. In addition, it is involved in the data processing, hosting, and related activities; other information technology and computer service activities; computer facilities management activities; and software-related and computer consultancy activities. The company was formerly known as Adinan Super Topco S.a r.l. and changed its name to Allegro.eu SA in August 2020. Allegro.eu SA was incorporated in 2017 and is based in Luxembourg, Luxembourg."
"XTB.PL";"XTB PW Equity";"XTB.WA";"XTB S.A.";"PLN";"Poland";"Capital Markets";"Financial Services";"XTB S.A., together with its subsidiaries, provides currency derivatives, commodities, indices, stocks, and bonds brokerage services in Central and Eastern Europe, Western Europe, and Latin America. It operates in two segments, Retail Operations and Institutional Activity. The company offers its services through xStation 5, xStation mobile, and MetaTrader 4 trading platforms to retail and institutional clients. It also provides investment consulting, and trading derivatives and intermediation services; and trade infrastructure to entities, which offer services of trading in financial instruments for their own customers under their own brand. The company was formerly known as X-Trade Brokers Dom Maklerski S.A. The company was incorporated in 2002 and is headquartered in Warsaw, Poland. XTB S.A. is a subsidiary of XXZW Investment Group S.A."
"KGH.PL";"KGH PW Equity";"KGH.WA";"KGHM Polska Miedz S.A.";"PLN";"Poland";"Copper";"Basic Materials";"KGHM Polska Miedz S.A. engages in the production and sale of copper, precious metals, and other metallurgical products in Poland and internationally. It offers copper cathodes, wire rods, Cu-Ofe and Cu-Ag wires, and granule products; silver in bullion bar and granule forms; gold bars; molybdenum; ammonium perrhenate, metallic rhenium, and rhenium powder; and lead, sulphuric acid, copper and nickel sulphate, and selenium products, as well as platinum, palladium, and rock salt. The company was founded in 1961 and is headquartered in Lubin, Poland."
"PKO.PL";"PKO PW Equity";"PKO.WA";"Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna";"PLN";"Poland";"Banks—Regional";"Financial Services";"Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna provides various banking products and services in Poland and internationally. Its Retail segment offers current and savings accounts, term deposits, private and electronic banking services, investment and insurance products, investment funds, electronic and mobile banking services, credit and debit cards, and consumer and mortgage loans, as well as corporate loans to firms and enterprises, developers, cooperatives, and property managers. The company's Corporate and Investment segment provides current accounts, term deposits, cash management and trade finance services, securities safekeeping, currency products and derivatives, corporate loans, and leasing and factoring services. This segment is also involved in financing large investment projects; issuing non-treasury securities; and providing investing and brokerage services, interbank transactions, and derivatives and debt securities transactions, as well as engages in the real estate development and management activities. The company also offers investment and pension fund management; transfer agent; life, other personal, and property insurance; financial; lending; and IT specialist outsourcing and business support services, as well as fleet management and debt collection services. The company was founded in 1919 and is based in Warsaw, Poland."
"LBW.PL";"LBW PW Equity";"LBW.WA";"Lubawa S.A.";"PLN";"Poland";"Aerospace & Defense";"Industrials";"Lubawa S.A. manufactures and sells army, police, municipal police, border patrol, fire brigade, and special force products in Poland. The company operates in advertising materials, specialist equipment, woven and knitted fabrics, and other segments. It provides products for individual protection, such as helmets, bulletproof vests, individual camouflage, load-bearing equipment, backpacks, recue masks and vests, special and protective clothing, bullet proof shields, and EODs; and covid 19 products comprising multifunctional mask, face shield, decontamination cabin, isolation chamber, tent based ambulance and triage unit, mobile tent system, and mobile hospital level 1. The company also offers frame and pneumatic tents, and shelters; signature management products, such as decoys, as well as mobile camouflages; and equipment for vehicles that include armchair laps for pilots, pneumatic floats, ballistic protection products, and fuel-tanks, as well as optronics protection, curved add on armour, integrated multispectral modular armour, modular armour, and light weight RPG net screen. In addition, it provides EHS equipment, including fall protection; flood protection products; tanks for liquids; decontaminations; jump cushions; and water rescue items, fire safety accessories, and floating equipment. Further, the company offers textiles for tapes, edges, sidewalks, sanitary, gaskets, sanitary, lifts, belts, tanks, membranes, and protective clothing; tent and boat fabrics; antistatic products; compensators; and inflatable structures. Additionally, it provides services comprising vulcanization press and autoclave, cutting, PVC welding, water jet cutting and carving, and sewing services. Lubawa S.A. was founded in 1951 and is based in Ostrów Wielkopolski, Poland."
"CDR.PL";"CDR PW Equity";"CDR.WA";"CD Projekt S.A.";"PLN";"Poland";"Electronic Gaming & Multimedia";"Communication Services";"CD Projekt S.A., together its subsidiaries, engages in the development, publishing, and digital distribution of videogames for personal computers and video game consoles worldwide. It operates through two segments, CD PROJEKT RED and GOG.com. The company's product portfolio comprises The Witcher; The Witcher 2: Assassins of Kings; The Witcher 3: Wild Hunt; Thronebreaker: The Witcher Tales; Gwent: The Witcher Card game; and Cyberpunk 2077. It also distributes videogames through GOG.com distribution platform and the GOG GALAXY application. The company exports its products in Europe, North America, South America, Asia, Australia, and Africa. CD Projekt S.A. was incorporated in 2001 and is headquartered in Warsaw, Poland."
"JSW.PL";"JSW PW Equity";"JSW.WA";"Jastrzebska Spólka Weglowa S.A.";"PLN";"Poland";"Coking Coal";"Basic Materials";"Jastrzebska Spólka Weglowa S.A. engages in the extraction, production, and sale of coal, coke, and hydrocarbons. It consists of five coal mines. The company provides maintenance and inspection service of handling equipment; and technical research services, chemical and physiochemical analyses of minerals, solid liquid, and gaseous materials and products. It is also involved in the provision of railway lines; maintenance and structures and railway infrastructure devices; construction of track systems and railway structures; building security and support services; and water and sewage-related services, discharge of salt water, supply of industrial water, remediation activity and production of salt. In addition, the company provides computer hardware consulting, software, and data processing services; insurance brokerage, liquidation, and claims services; tourist and hotel services; rail siding; transportation of coal, coke, cargo transportation, general construction services; mechanic, electric and automation service; and post-mining waste disposal and reclamation services. Further, it manufactures spare parts, units, devices, steel structures, accessories, technological tools and devices, mechanical repairs and electrics and automation service, as well as involves in renovation and construction services; produces machinery for mining, quarrying, and construction. Additionally, the company distributes and trades electricity and energy generation; and provides mining, engineering, rental of machinery and equipment services, repair, and maintenance of machines, as well as engages in the designing and construction of vertical and horizontal tunnels. Jastrzebska Spólka Weglowa S.A. was founded in 1993 and is based in Jastrzebie-Zdrój, Poland."
"PZU.PL";"PZU PW Equity";"PZU.WA";"Powszechny Zaklad Ubezpieczen SA";"PLN";"Poland";"Insurance—Property & Casualty";"Financial Services";"POWSZECHNY Zaklad Ubezpieczen SA provides life and non-life insurance products and services in Poland, the Baltic States, and Ukraine. It operates through Corporate Insurance, Mass Insurance, Group and Individually Continued Life Insurance, Individual Life Insurance, Investments, Pension Insurance, Banking, Baltic States, Ukraine, Investment Contracts, and Other segments. The company offers motor, property, casualty, agricultural, fire, and third-party liability insurance, as well as health, accident, and life insurance. It also provides banking, factoring, medical, hospital, physical therapy, asset management, assistance, leasing, IT, call center, brokerage, and spa services; manages pension and mutual funds; and offers financial and accounting services. In addition, the company is involved in buying, operating, renting, and selling real estate properties; investment activity; and consulting and training, and other monetary intermediation businesses. Further, it engages in the production and sale of radiators and sanitary fittings, bathroom accessories, and fittings; and auxiliary activity associated with insurance and pension funds. Powszechny Zaklad Ubezpieczen SA was founded in 1803 and is headquartered in Warsaw, Poland."
"MDG.PL";"MDG PW Equity";"MDG.WA";"Medicalgorithmics S.A.";"PLN";"Poland";"Medical Devices";"Healthcare";"Medicalgorithmics S.A. provides cardiac diagnostic solutions in Poland, the United States, and internationally. It offers PocketECG, a diagnostic solution for the diagnosis of arrhythmia that provides disclosure ECG signal, complete data, analysis, and comprehensive reporting; and PocketECG IV, a multichannel device for diagnostics and monitoring arrhythmias and ECG irregularities. The company is also developing ECG TechBot, a software using a set of algorithms for automatic analysis and interpretation of the ECG signal; PatchECG, a device enabling one-channel offline monitoring; and NextGen, a software version for PocketECG. In addition, it offers information technology, ECG monitoring, and scientific research and development services; and manufactures electrical equipment for medicines. The company was incorporated in 2005 and is headquartered in Warsaw, Poland."
"CCC.PL";"CCC PW Equity";"CCC.WA";"CCC S.A.";"PLN";"Poland";"Apparel Retail";"Consumer Cyclical";"CCC S.A. engages in the wholesale and retail trading of clothing and footwear products in Poland, Central and Eastern Europe, and Western Europe. The company sells footwear, handbags, shoe care accessories, and small clothing accessories, as well as cosmetics and toys. It also manufactures clothing products. The company operates offline chain stores located in modern shopping centres and malls, as well as online sales platforms in Europe and the Middle East. CCC S.A. was incorporated in 2004 and is headquartered in Polkowice, Poland."
"CPS.PL";"CPS PW equity";"CPS.WA";"Cyfrowy Polsat S.A.";"PLN";"Poland";"Entertainment";"Communication Services";"Cyfrowy Polsat S.A. provides digital satellite platform and terrestrial television (TV), and telecommunication services in Poland. The company offers satellite and Internet pay television, mobile and fixed-line telephony, mobile and fixed-line broadband Internet access, wholesale, and TV broadcasting and production services, as well as online content, news, and video sharing services. It offers TV channels, including terrestrial, general entertainment, sports and e-sports, music, lifestyle, news/information, children's, education, and movie channels; and over the top services, such as Polsat GO, VOD/PPV, online video and music, catch-up TV, and multiroom HD services. In addition, the company provides database of legal video content and live broadcasts; online TV channels; live coverages of sports events; and feature films, and TV series and programs. Further, it offers telecommunications, software, retail, radio and TV, media, call center and premium rate, technical, advertising, Web portals, monetary intermediation, sponsorship, broadcasting and signal transmission, premises and other financial services; produces broadcasting, television, and electronic equipment; produces, leases, and sells set-top boxes; and sells licenses, sublicenses, and property rights, as well as STB hard disk drives, antennas, Internet modems, tablets, laptops, routers, TV sets, accessories, and other devices. The company was formerly known as Polsat Cyfrowy S.A. and changed its name to Cyfrowy Polsat S.A. in 2004. Cyfrowy Polsat S.A. was incorporated in 1996 and is headquartered in Warsaw, Poland."
"ASB.PL";"ASB PW Equity";"ASB.WA";"ASBISc Enterprises Plc";"PLN";"Cyprus";"Electronics & Computer Distribution";"Technology";"ASBISc Enterprises Plc, together with its subsidiaries, engages in the distribution of Information technology products. The company offers IT components, blocks and peripherals, and mobile IT systems. It also provides enterprise management, collaboration, cybersecurity, data centers, high performance computing, point of sales, software defined infrastructure, storage, and robotics solutions. The company was founded in 1990 and is headquartered in Limassol, Cyprus."
"LWB.PL";"LWB PW Equity";"LWB.WA";"Lubelski Wegiel Bogdanka S.A.";"PLN";"Poland";"Thermal Coal";"Energy";"Lubelski Wegiel Bogdanka S.A. engages in the mining, extraction, manufacture, and sale of hard coal for industrial companies in the power industry in Poland. It offers energetic coal for the generation of electric and thermal energy, as well as for use in cement production. The company also provides services to mines, which comprise supply of heat energy; conducting water/wastewater management; transport, utilization, and management of spoil; mining works, auxiliary works, and run-of-mine services; renovation, repair, and construction services; works in underground machinery departments; and regeneration and production of steel constructions. In addition, it is involved in the construction and refurbishment of heat-generating, water supply, and sewage disposal installations; and sale of goods and materials, as well as provision of transportation services. The company is based in Leczna, Poland. Lubelski Wegiel Bogdanka S.A. is a subsidiary of ENEA S.A."
"MAB.PL";"MAB PW Equity";"MAB.WA";"Mabion S.A.";"PLN";"Poland";"Biotechnology";"Healthcare";"Mabion S.A., a biotechnology company, engages in the development of various biotech drugs based on monoclonal antibody technology in Poland. The company develops, produces, and sells medicines for the treatment of neoplastic, autoimmune, metabolic, and neurological diseases. Its products include MabionCD20 and MabionHER2. The company was founded in 2007 and is based in Konstantynów Lódzki, Poland."
"PGE.PL";"PGE PW Equity";"PGE.WA";"PGE Polska Grupa Energetyczna S.A.";"PLN";"Poland";"Utilities—Regulated Electric";"Utilities";"PGE Polska Grupa Energetyczna S.A. engages in the production and distribution of electricity in Poland. The company operates through Conventional Generation, District Heating, Renewables, Supply, Distribution, and Circular Economy segments. The Conventional Generation segment engages in exploration and production of lignite, conventional generation of electricity and ancillary services. The District Heating segment generates electricity from cogeneration sources and transmits and distributes of heating related services. The Renewables segment generates electricity from pumped-storage power plants and renewable sources. The Supply segment engages in selling and buying electricity and natural gas. The Distribution segment involves in local distribution and transmission of electricity. The Circular Economy segment comprises of management of the by-products of combustion. It supplies power to approximately 5.5 million households, businesses, and institutions. The company was founded in 1990 and is based in Lublin, Poland."
"BAH.PL";"BAH PW Equity";"BAH.WA";"British Automotive Holding S.A.";"PLN";"Poland";"Auto & Truck Dealerships";"Consumer Cyclical";"British Automotive Holding S.A., through its subsidiaries, imports, wholesales, and retails cars, spare parts, and accessories in Poland. It offers cars of various brands, including Jaguar, Land Rover, and Aston Martin, as well as SsangYong. The company also provides maintenance and repair services. In addition, it engages in accounting and bookkeeping activities. The company was formerly known as Marvipol S.A. and changed its name to British Automotive Holding S.A. in December 2017. British Automotive Holding S.A. was founded in 1996 and is based in Warsaw, Poland."
"COG.PL";"COG PW Equity";"COG.WA";"Cognor Holding S.A.";"PLN";"Poland";"Steel";"Basic Materials";"Cognor Holding S.A. engages in the production and distribution of steel products in Poland and internationally. It offers flat plates and bars, slabs, round and square bars, reinforcing bars, T-profiles, equal and unequal side angles, billets with rounded edger for forgings, metal sheets, carbon and medium-alloy steels, and high-alloy and special steels, as well as products from non-ferrous metals and non-ferrous metal scrap. The company also purchases, processes, treats, and sells steel scrap; processes steel scrap into billets, as well as billets into steel products; and provides financial services. It also exports its products primarily to Germany and other European countries. The company was formerly known as Cognor S A and changed its name to Cognor Holding S.A. in November 2016. Cognor Holding S.A. was founded in 1946 and is based in Poraj, Poland. Cognor Holding S.A. is a subsidiary of PS HoldCo Sp. z o.o."
"TOR.PL";"TOR PW Equity";"TOR.WA";"Torpol S.A.";"PLN";"Poland";"Engineering & Construction";"Industrials";"Torpol S.A. constructs and modernizes railway infrastructure in Poland. It constructs overhead catenary systems, power supply systems, train traffic and control systems, and road and civil engineering structures; and implements track layout and associated works. The company also constructs and modernizes travel ways, track beds, and rapid transit tramway systems; and collision fee crossings and bike lines, as well as installs noise barriers and anti-vibration mats. In addition, it offers design, production, execution, construction, commissioning, and maintenance service for natural gas and crude oil, chemical, and petrochemical sectors, as well as provides machinery and equipment, including track renewal machines, universal tamping machines, continuous tamping machines, ballast cleaning machines, conveyor and hopper cars, railway cranes, ballast profiling machines, maintenance vehicles for catenary installations, welding complex machines, piling rigs, and gantry cranes. The company was founded in 1991 and is based in Poznan, Poland."
"TPE.PL";"TPE PW Equity";"TPE.WA";"TAURON Polska Energia S.A.";"PLN";"Poland";"Utilities—Renewable";"Utilities";"TAURON Polska Energia S.A., through its subsidiaries, produces, distributes, and supplies electricity and heat in Poland. Its Generation segment is involved in electricity generation through conventional sources, including co-generation, as well as through biomass burning; generation, distribution, and sale of heat; and the overhaul of generation equipment. The Renewable Energy Sources segment generates electricity from renewable energy sources, such as hydroelectric, wind, and solar power plants. The Distribution segment provides electricity distribution service using the distribution grids; and technical support services related to electricity metering systems and metering data acquisition. The Supply segment is involved in the electricity and natural gas supply; wholesale trade of electricity, natural gas, and derivative products; trading and management of CO2 emission allowances, and property rights, as well as services related to street lighting management and maintenance, smart city and e-mobility products, and energy efficiency. The Other Operations segment engages in the provision of services to consumers, as well as support services for accounting, IT, and human resources; and utilization of the hard coal combustion and extraction processes by-products. It also offers vehicles technical support, real estate administration, and financial services. The company was formerly known as Energetyka Poludnie S.A. and changed its name to TAURON Polska Energia S.A. in November 2007. TAURON Polska Energia S.A. was incorporated in 2006 and is based in Katowice, Poland."
"PEO.PL";"PEO PW Equity";"PEO.WA";"Bank Polska Kasa Opieki S.A.";"PLN";"Poland";"Banks—Regional";"Financial Services";"Bank Polska Kasa Opieki S.A., a commercial bank, provides a range of banking products and services to retail and corporate clients in Poland and internationally. It operates through Retail Banking, Private Banking, Corporate and Investment Banking, Enterprise banking, and Assets and Liabilities Management and Other segments. The company accepts current accounts, saving accounts, and term deposits. Its loan products include mortgage, operating, investment, cash, and consumer loans; loans for corporates, and small and medium enterprises; and commercial real estate financing. The company also provides insurance, asset management, pension funds, brokerage, transactional advisory, leasing, factoring, business consulting, transferable agent, call-center, real estate development, and online banking services. Bank Polska Kasa Opieki S.A. was incorporated in 1929 and is headquartered in Warsaw, Poland."
"ALR.PL";"ALR PW Equity";"ALR.WA";"Alior Bank S.A.";"PLN";"Poland";"Banks—Diversified";"Financial Services";"Alior Bank S.A. provides banking products and services to individuals, businesses, and enterprises in Poland. The company operates through three segments: Retail, Business, and Treasury Activities. The company offers personal, savings, and subsidiary accounts; term and savings deposit products; cash, mortgage, working capital, and investment loans; credit cards; brokerage products and investment funds; and derivative instruments, as well as currency exchange transaction and current account overdraft services, and cash deposit, withdrawal, and transfer services. It also engages in the debt collection and asset management activities; management of collective security portfolios and financial instruments; activities of insurance agents and broker; activities related to risk assessment; finance of fixed assets and lease loans; and provision IT consulting and related services. Alior Bank S.A. was founded in 2008 and is based in Warsaw, Poland."
"MIL.PL";"MIL PW Equity";"MIL.WA";"Bank Millennium S.A.";"PLN";"Poland";"Banks—Regional";"Financial Services";"Bank Millennium S.A. provides various banking products and services in Poland. It operates through Retail Customer; Corporate Customer; FX Mortgage Loans; and Treasury, Assets and Liabilities Management and Other segments. The company offers current accounts; saving products; renewable, cash loans, loans secured with assets accumulated in the Bank, and loans for purchase of securities, as well as mortgage loans; brokerage services; investment funds and solutions; payment cards; letter of credit; bank guarantee and document collection services; factoring; trade finance; foreign currency exchange services; custody services; pension schemes; overdraft; life and non-life insurance; and custodial services. It also provides leasing and financing services for cars and vans, machinery and equipment industries, road, rail, water, and air, as well as real estate properties; and internet, ATM, transactional, and mobile banking services. The company serves its services to individual customers on the mass market, affluent customers, and sole traders, as well as services to small companies, medium and large companies, and public sector entities. The company distributes its products through operating 635 outlets, as well as through electronic channels, including cash machines, the Internet, phone, and mobile apps. The company was formerly known as BIG Bank GDANSKI SA and changed its name to Bank Millennium S.A. in January 2003. Bank Millennium S.A. was founded in 1989 and is headquartered in Warsaw, Poland. Bank Millennium S.A. operates as a subsidiary of Banco Comercial Português, S.A."
"KOM.PL";"KOM PW Equity";"KOM.WA";"Komputronik S.A.";"PLN";"Poland";"Electronics & Computer Distribution";"Technology";"Komputronik S.A. engages in the distribution of computer hardware and software, household appliances, and electronics in Poland. It offers IT equipment, includes notebooks, smartphones, PCs, and other peripherals, such as printers, monitors, and projectors, as well as components to produce computers; and computer and office accessories comprising inks and toners. The company also provides home appliances, garden products, baby products, health and beauty products, sport products, automotive products, and music equipment, as well as hobby and entertainment products. It also offers IT infrastructure services for public sector; and manufactures computer and software products. The company offers its products through retail stores, agencies, and authorized dealers under the Komputronik brand name, as well as through Komputronik.pl online store. Komputronik S.A. was founded in 1996 and is headquartered in Poznan, Poland."
"TEN.PL";"TEN PW Equity";"TEN.WA";"Ten Square Games S.A.";"PLN";"Poland";"Electronic Gaming & Multimedia";"Communication Services";"Ten Square Games S.A. engages in development, production, distribution, licensing, and support of computer software, computer games, console games, online, and mobile games worldwide. It also offers online platforms for computer games. The company offers its free-to-play games through social platforms and a network of partner sites, as well as on Google Play, App Store, and Huawei and Microsoft Store. Ten Square Games S.A. was founded in 2011 and is based in Wroclaw, Poland."
"ACT.PL";"ACT PW Equity";"ACT.WA";"Action S.A.";"PLN";"Poland";"Computer Hardware";"Technology";"Action S.A., together with its subsidiaries, engages in the wholesale and retail trade of IT equipment, consumer electronics, household appliances, and consumer products. It is also involved in the retail sale of pet products; wholesale trading of computer hardware; and distribution of toys, home and garden products, etc. In addition, the company distributes consumables comprising inks and toners for printing equipment; lighting products, such as LED bulbs, wall lights, and decorative lamps; uninterruptible power supplies, computer accessories, including keyboards and mice under the Activejet and Actis brands, as well as PC type computers and servers under the Actina brand name. It provides its products through various sales channels, such as resellers, export, online sales, corporate sales, commercial networks, and telecom companies. Action S.A. was founded in 1991 and is headquartered in Piaseczno, Poland."
"KTY.PL";"KTY PW Equity";"KTY.WA";"Grupa Kety S.A.";"PLN";"Poland";"Aluminum";"Basic Materials";"Grupa Kety S.A., through its subsidiaries, manufactures and sells aluminum profiles and components in Poland and internationally. It operates through three segments: Extruded Products, Aluminum Systems, and Flexible Packaging. The company produces and sells aluminum profiles and components for construction, automotive, transport, electrical engineering, and other industries. It also engages in the production, trading, and sale of facades, doors and windows, internal structures, external aluminum roller shutters, and roll-up gates for the construction business. In addition, the company is involved in production and sale of printed flexible packaging and BOPP films for food manufacturers and other sectors. It sells its products under the Grupa Kety, Aluprof, and Alupol Packaging brands. The company was formerly known as Zaklady Metali Lekkich KETY and changed its name to Grupa Kety S.A. in 2000. Grupa Kety S.A. was founded in 1953 and is headquartered in Kety, Poland."
"BMC.PL";"BMC PW Equity";"BMC.WA";"Bumech S.A.";"PLN";"Poland";"Specialty Industrial Machinery";"Industrials";"Bumech S.A. provides services in the area of drilling underground workings for the mining industry. It also engages in the servicing, operational maintenance, and overhauling of mining machines. The company manufactures and sells mining machines and equipment. Further, it manufactures and sells molded rubber and rubber-metal products. The company is based in Katowice, Poland."
"WLT.PL";"WLT PW Equity";"WLT.WA";"Wielton S.A.";"PLN";"Poland";"Farm & Heavy Construction Machinery";"Industrials";"Wielton S.A. manufactures and sells semi-trailers, trailers, and car bodies in Europe, Asia, and Africa. The company offers container, tipper, closed box, and curtain semi-trailers; dump trucks; rigid bodies and tipper trailers; low loader trailers and semi-trailers; high volume combinations; and trailers for roller containers. It also provides agro products combining of dolly trolleys, half-pipes, bale platforms, tandem trailers, and 2-axle trailers. The company serves transport, construction, manufacturing, distribution, and agricultural companies. Wielton S.A. was founded in 1996 and is headquartered in Wielun, Poland."
"VOT.PL";"VOT PW Equity";"VOT.WA";"Votum S.A.";"PLN";"Poland";"Specialty Business Services";"Industrials";"Votum S.A. provides assistance for obtaining compensation. It helps victims of traffic accidents in obtaining compensation from insurance companies. The company was founded in 2005 and is headquartered in Wroclaw, Poland."
"OND.PL";"OND PW Equity";"OND.WA";"Onde S.A.";"PLN";"Poland";"Engineering & Construction";"Industrials";"Onde S.A. engages in the designing and construction solutions for the renewable energy sector in Poland and internationally. It also designs and constructs wind and solar farms, as well as offers operation and maintenance, and road and engineering construction services. The company was founded in 1998 and is headquartered in Torun, Poland."
"KER.PL";"KER PW Equity";"KER.WA";"Kernel Holding S.A.";"PLN";"Ukraine";"Food Distribution";"Consumer Defensive";"Kernel Holding S.A., together with its subsidiaries, engages in the diversified agricultural business in Ukraine, Singapore, India, China, Switzerland, the Netherlands, and internationally. It operates through three segments: Oilseed Processing, Infrastructure and Trading, and Farming. The Oilseed Processing segment is involved in the origination, production, and sale of bottled and bulk sunflower oil, and meal products; and production of renewable energy from biomass. The Infrastructure and Trading segment provides grain handling, and logistics and transshipment services; grain and oilseed cleaning, drying, and storage services; and proprietary trading and silo services, as well as sourcing and merchandising services of wholesale edible oils and grains. The Farming segment engages in agricultural farming; and the production of corn, wheat, soybean, sunflower seed, and rapeseed. Kernel Holding S.A. was founded in 1995 and is headquartered in Kyiv, Ukraine."
